,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
12899213,12899213,2021-07-05 09:39:08.757305+00:00,x,y,2021-07-10 04:00:00+00:00,2021-07-10 06:00:00+00:00,alpha,True,35.0,1,a-1,12899213,12645.0
5653072,5653072,2021-04-27 08:32:54.180213+00:00,x,y,2021-04-29 11:00:00+00:00,2021-04-29 13:00:00+00:00,gamma,True,20.0,2,c-4,5653072,8390.0
9961878,9961878,2021-06-15 09:45:07.998327+00:00,x,y,2021-06-28 10:00:00+00:00,2021-06-28 12:00:00+00:00,alpha,True,15.0,1,a-7,9961878,6531.0
18137337,18137337,2021-08-10 08:16:53.938946+00:00,x,y,2021-08-14 14:00:00+00:00,2021-08-14 16:00:00+00:00,gamma,True,20.0,2,c-4,18137337,7870.0
18247059,18247059,2021-08-10 17:12:06.223894+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,20.0,1,a-9,18247059,12645.0
327052,327052,2021-01-09 22:57:08.173708+00:00,x,y,2021-01-17 13:00:00+00:00,2021-01-17 15:00:00+00:00,alpha,True,0.0,0,a-5,327052,8739.0
2428070,2428070,2021-03-01 19:31:50.212364+00:00,x,y,2021-07-13 05:00:00+00:00,2021-07-13 07:00:00+00:00,alpha,True,35.0,1,a-1,2428070,9235.0
4235863,4235863,2021-04-04 06:59:40.439913+00:00,x,y,2021-04-06 17:00:00+00:00,2021-04-06 18:59:00+00:00,gamma,True,20.0,1,c-6,4235863,9800.0
20279546,20279546,2021-08-21 07:32:56.371687+00:00,x,y,2021-09-09 10:00:00+00:00,2021-09-09 12:00:00+00:00,alpha,True,15.0,1,a-7,20279546,7524.0
317890,317890,2021-01-09 15:48:25.816485+00:00,x,y,2021-01-16 13:00:00+00:00,2021-01-16 15:00:00+00:00,alpha,True,0.0,0,a-5,317890,8739.0
9313554,9313554,2021-06-10 14:17:48.550443+00:00,x,y,2021-06-11 13:40:00+00:00,2021-06-11 15:40:00+00:00,alpha,True,15.0,1,a-9,9313554,11807.0
10312747,10312747,2021-06-18 10:13:16.938256+00:00,x,y,2021-07-16 09:45:00+00:00,2021-07-16 11:45:00+00:00,gamma,True,20.0,2,c-2,10312747,7620.0
11358808,11358808,2021-06-26 13:42:11.596524+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,15.0,1,a-23,11358808,13592.0
17373219,17373219,2021-08-06 12:24:58.114995+00:00,x,y,2021-08-28 17:00:00+00:00,2021-08-28 18:59:00+00:00,gamma,True,20.0,1,c-6,17373219,7765.0
6372002,6372002,2021-05-07 18:28:27.704355+00:00,x,y,2021-05-13 11:00:00+00:00,2021-05-13 13:00:00+00:00,gamma,True,20.0,1,c-4,6372002,7390.0
16164602,16164602,2021-07-27 14:13:42.597944+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,gamma,True,20.0,2,c-2,16164602,12045.0
13642699,13642699,2021-07-09 12:12:46.703846+00:00,x,y,2021-07-29 04:00:00+00:00,2021-07-29 06:00:00+00:00,alpha,True,35.0,1,a-1,13642699,10545.0
20446282,20446282,2021-08-22 10:26:18.271572+00:00,x,y,2021-08-24 17:05:00+00:00,2021-08-24 19:05:00+00:00,omega,True,20.0,1,d-5,20446282,15000.0
19129271,19129271,2021-08-14 18:40:32.678443+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,1,c-4,19129271,20120.0
8588845,8588845,2021-06-03 11:26:13.612634+00:00,x,y,2021-06-21 07:00:00+00:00,2021-06-21 09:00:00+00:00,alpha,True,35.0,1,a-5,8588845,9707.0
4327158,4327158,2021-04-06 15:05:53.167355+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,gamma,True,20.0,1,c-2,4327158,8650.0
12479793,12479793,2021-07-03 07:10:28.391356+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 15:55:00+00:00,beta,True,20.0,0,b-9,12479793,6720.0
18127543,18127543,2021-08-10 07:30:39.125396+00:00,x,y,2021-08-29 13:00:00+00:00,2021-08-29 15:00:00+00:00,alpha,True,15.0,1,a-9,18127543,7524.0
14279446,14279446,2021-07-13 14:53:24.168100+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,2,c-6,14279446,8765.0
10898391,10898391,2021-06-23 06:29:33.958568+00:00,x,y,2021-07-09 10:00:00+00:00,2021-07-09 12:00:00+00:00,alpha,True,15.0,1,a-7,10898391,7150.0
9612697,9612697,2021-06-12 21:07:41.936949+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,9612697,7900.0
16966195,16966195,2021-08-03 10:32:24.677118+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 16:00:00+00:00,gamma,True,20.0,2,c-4,16966195,8245.0
13322008,13322008,2021-07-07 13:01:57.376941+00:00,x,y,2021-07-21 13:00:00+00:00,2021-07-21 15:00:00+00:00,alpha,True,15.0,1,a-9,13322008,9045.0
4401642,4401642,2021-04-08 12:28:57.935185+00:00,x,y,2021-04-19 11:00:00+00:00,2021-04-19 13:00:00+00:00,gamma,True,20.0,1,c-4,4401642,8650.0
19537857,19537857,2021-08-17 02:59:56.376737+00:00,x,y,2021-08-21 13:00:00+00:00,2021-08-21 15:00:00+00:00,alpha,True,20.0,1,a-9,19537857,17745.0
17225544,17225544,2021-08-05 11:48:07.729373+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,True,20.0,1,a-5,17225544,6810.0
10191444,10191444,2021-06-17 09:01:34.173010+00:00,x,y,2021-07-23 13:00:00+00:00,2021-07-23 15:00:00+00:00,alpha,True,35.0,1,a-9,10191444,7124.0
1872868,1872868,2021-02-18 17:19:34.904571+00:00,x,y,2021-02-28 05:00:00+00:00,2021-02-28 07:00:00+00:00,gamma,True,20.0,1,c-2,1872868,12500.0
4355365,4355365,2021-04-07 09:39:54.060869+00:00,x,y,2021-04-10 13:30:00+00:00,2021-04-10 15:30:00+00:00,alpha,True,35.0,1,a-5,4355365,8605.0
12002354,12002354,2021-06-30 14:35:10.514483+00:00,x,y,2021-07-10 10:00:00+00:00,2021-07-10 12:00:00+00:00,alpha,True,35.0,1,a-7,12002354,11072.0
5842725,5842725,2021-04-30 04:42:46.150247+00:00,x,y,2021-05-08 17:00:00+00:00,2021-05-08 18:59:00+00:00,gamma,True,20.0,2,c-6,5842725,10655.0
12281253,12281253,2021-07-02 07:06:07.867060+00:00,x,y,2021-07-12 14:00:00+00:00,2021-07-12 15:55:00+00:00,beta,True,40.0,0,b-9,12281253,9090.0
18473055,18473055,2021-08-11 13:35:51.976195+00:00,x,y,2021-08-16 04:00:00+00:00,2021-08-16 06:00:00+00:00,alpha,True,20.0,1,a-1,18473055,8381.0
8670573,8670573,2021-06-04 06:40:28.661152+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 13:00:00+00:00,gamma,True,20.0,2,c-4,8670573,11900.0
9850341,9850341,2021-06-14 12:57:19.539735+00:00,x,y,2021-06-23 13:00:00+00:00,2021-06-23 15:00:00+00:00,alpha,True,35.0,1,a-9,9850341,7124.0
20074282,20074282,2021-08-20 00:05:17.092077+00:00,x,y,2021-08-24 13:00:00+00:00,2021-08-24 15:00:00+00:00,alpha,True,15.0,1,a-9,20074282,11245.0
4144431,4144431,2021-04-01 14:39:37.636908+00:00,x,y,2021-04-02 13:30:00+00:00,2021-04-02 15:30:00+00:00,alpha,True,35.0,1,a-5,4144431,10799.0
6189773,6189773,2021-05-05 00:46:33.094605+00:00,x,y,2021-05-25 17:00:00+00:00,2021-05-25 18:59:00+00:00,gamma,True,20.0,1,c-6,6189773,8650.0
5337995,5337995,2021-04-23 11:50:20.956006+00:00,x,y,2021-04-24 05:00:00+00:00,2021-04-24 07:00:00+00:00,alpha,True,35.0,1,a-1,5337995,6495.0
20671064,20671064,2021-08-23 18:36:55.750780+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,True,20.0,0,b-69,20671064,6740.0
5736808,5736808,2021-04-28 13:04:39.070481+00:00,x,y,2021-04-29 13:30:00+00:00,2021-04-29 15:30:00+00:00,alpha,True,35.0,1,a-5,5736808,9077.0
19727833,19727833,2021-08-18 03:57:16.292653+00:00,x,y,2021-09-06 17:00:00+00:00,2021-09-06 18:59:00+00:00,gamma,True,20.0,1,c-6,19727833,7500.0
16403922,16403922,2021-07-29 11:53:10.447933+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,gamma,True,20.0,1,c-4,16403922,15075.0
8321571,8321571,2021-06-01 05:00:25.302623+00:00,x,y,2021-06-03 11:00:00+00:00,2021-06-03 13:00:00+00:00,gamma,True,20.0,1,c-4,8321571,10900.0
8816545,8816545,2021-06-05 14:44:02.633635+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,35.0,1,a-1,8816545,9707.0
9833517,9833517,2021-06-14 11:03:47.860699+00:00,x,y,2021-06-24 13:00:00+00:00,2021-06-24 15:00:00+00:00,alpha,True,35.0,1,a-9,9833517,7124.0
10372810,10372810,2021-06-18 18:58:13.402238+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,True,20.0,1,c-4,10372810,6620.0
13995083,13995083,2021-07-11 16:44:13.504978+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35.0,1,a-1,13995083,22445.0
15168089,15168089,2021-07-20 06:22:11.002975+00:00,x,y,2021-08-04 05:00:00+00:00,2021-08-04 06:55:00+00:00,beta,True,40.0,0,b-1,15168089,8230.0
21142579,21142579,2021-08-26 23:20:41.259407+00:00,x,y,2021-09-11 14:00:00+00:00,2021-09-11 15:55:00+00:00,beta,True,20.0,0,b-9,21142579,7280.0
6697648,6697648,2021-05-12 18:38:23.045711+00:00,x,y,2021-05-21 13:00:00+00:00,2021-05-21 15:00:00+00:00,alpha,True,15.0,1,a-5,6697648,6495.0
13566563,13566563,2021-07-08 22:57:58.903704+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,True,15.0,1,a-9,13566563,12945.0
5571005,5571005,2021-04-26 07:55:33.907408+00:00,x,y,2021-05-20 11:00:00+00:00,2021-05-20 12:55:00+00:00,beta,True,20.0,0,b-69,5571005,6765.0
8509985,8509985,2021-06-02 16:04:02.452177+00:00,x,y,2021-07-03 11:00:00+00:00,2021-07-03 12:55:00+00:00,beta,True,20.0,0,b-69,8509985,10036.0
18771815,18771815,2021-08-12 21:57:04.903376+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,15.0,1,a-7,18771815,8300.0
6999348,6999348,2021-05-17 07:55:42.816164+00:00,x,y,2021-05-21 14:00:00+00:00,2021-05-21 15:55:00+00:00,beta,True,20.0,0,b-9,6999348,6734.0
19982497,19982497,2021-08-19 12:10:09.302427+00:00,x,y,2021-08-23 05:00:00+00:00,2021-08-23 06:55:00+00:00,beta,True,40.0,0,b-1,19982497,18150.0
15249037,15249037,2021-07-20 18:55:15.544443+00:00,x,y,2021-08-06 05:00:00+00:00,2021-08-06 07:00:00+00:00,alpha,True,35.0,1,a-1,15249037,10545.0
11681304,11681304,2021-06-28 16:53:44.917541+00:00,x,y,2021-07-05 10:00:00+00:00,2021-07-05 12:00:00+00:00,alpha,True,35.0,1,a-7,11681304,8800.0
16587028,16587028,2021-07-30 21:53:24.276754+00:00,x,y,2021-08-08 10:00:00+00:00,2021-08-08 12:00:00+00:00,gamma,True,20.0,1,c-2,16587028,8525.0
21361794,21361794,2021-08-28 15:32:40.381130+00:00,x,y,2021-09-16 10:00:00+00:00,2021-09-16 12:00:00+00:00,alpha,True,20.0,1,a-7,21361794,7524.0
21559206,21559206,2021-08-30 10:08:35.289166+00:00,x,y,2021-09-02 05:30:00+00:00,2021-09-02 07:30:00+00:00,gamma,True,20.0,2,c-2,21559206,7620.0
8454153,8454153,2021-06-02 06:56:35.527150+00:00,x,y,2021-06-03 13:01:00+00:00,2021-06-03 15:00:00+00:00,alpha,True,35.0,1,a-9,8454153,9707.0
15973893,15973893,2021-07-26 09:05:53.961261+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 15:55:00+00:00,beta,True,40.0,0,b-9,15973893,15500.0
18230499,18230499,2021-08-10 15:57:43.446674+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,1,c-4,18230499,15075.0
6620629,6620629,2021-05-11 11:41:56.454674+00:00,x,y,2021-06-01 14:00:00+00:00,2021-06-01 15:55:00+00:00,beta,True,20.0,0,b-9,6620629,6723.0
19202312,19202312,2021-08-15 07:50:29.520822+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,True,20.0,1,a-5,19202312,25345.0
8193368,8193368,2021-05-31 01:32:37.010005+00:00,x,y,2021-05-31 13:00:00+00:00,2021-05-31 15:00:00+00:00,alpha,True,15.0,1,a-5,8193368,9707.0
12672837,12672837,2021-07-04 07:24:34.885675+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,12672837,10545.0
11372467,11372467,2021-06-26 15:42:19.092740+00:00,x,y,2021-07-01 09:45:00+00:00,2021-07-01 11:45:00+00:00,gamma,True,20.0,1,c-2,11372467,7765.0
10022842,10022842,2021-06-15 18:19:49.735788+00:00,x,y,2021-06-21 09:45:00+00:00,2021-06-21 11:45:00+00:00,gamma,True,20.0,1,c-2,10022842,6620.0
11596952,11596952,2021-06-28 07:38:04.883100+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,1,c-6,11596952,7765.0
18600302,18600302,2021-08-12 05:37:56.671072+00:00,x,y,2021-10-18 10:35:00+00:00,2021-10-18 12:35:00+00:00,omega,True,20.0,1,d-3,18600302,6870.0
7407584,7407584,2021-05-21 16:13:00.488031+00:00,x,y,2021-05-24 11:00:00+00:00,2021-05-24 12:55:00+00:00,beta,True,40.0,0,b-69,7407584,10283.0
17467325,17467325,2021-08-07 03:30:26.347741+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,alpha,True,15.0,1,a-7,17467325,7524.0
8818771,8818771,2021-06-05 15:10:14.082849+00:00,x,y,2021-06-15 05:00:00+00:00,2021-06-15 06:55:00+00:00,beta,True,20.0,0,b-1,8818771,10057.0
6941132,6941132,2021-05-16 15:04:52.526538+00:00,x,y,2021-07-11 13:30:00+00:00,2021-07-11 15:30:00+00:00,alpha,True,35.0,1,a-5,6941132,6494.0
14242602,14242602,2021-07-13 10:23:59.825048+00:00,x,y,2021-07-27 11:00:00+00:00,2021-07-27 12:55:00+00:00,beta,True,40.0,0,b-69,14242602,9150.0
7299933,7299933,2021-05-20 13:58:21.337145+00:00,x,y,2021-05-31 17:00:00+00:00,2021-05-31 18:59:00+00:00,gamma,True,20.0,1,c-6,7299933,8025.0
2780132,2780132,2021-03-07 13:23:45.185734+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 06:55:00+00:00,beta,True,20.0,0,b-1,2780132,6902.0
460592,460592,2021-01-13 23:10:42.891061+00:00,x,y,2021-01-27 16:00:00+00:00,2021-01-27 18:10:00+00:00,alpha,True,0.0,0,a-7,460592,8739.0
9837547,9837547,2021-06-14 11:31:29.605785+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,True,35.0,1,a-1,9837547,7124.0
10106169,10106169,2021-06-16 13:36:17.269716+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,True,20.0,2,c-6,10106169,7620.0
16428742,16428742,2021-07-29 15:40:43.194349+00:00,x,y,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,alpha,True,35.0,1,a-1,16428742,12645.0
15472785,15472785,2021-07-22 18:28:09.821731+00:00,x,y,2021-07-24 10:00:00+00:00,2021-07-24 12:00:00+00:00,gamma,True,20.0,1,c-2,15472785,10040.0
14145862,14145862,2021-07-12 16:29:59.542913+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,14145862,14945.0
6012297,6012297,2021-05-02 13:22:17.753230+00:00,x,y,2021-05-02 17:00:00+00:00,2021-05-02 18:59:00+00:00,gamma,True,20.0,2,c-6,6012297,8390.0
12534529,12534529,2021-07-03 12:08:32.465887+00:00,x,y,2021-07-06 07:00:00+00:00,2021-07-06 09:00:00+00:00,alpha,True,35.0,1,a-5,12534529,12645.0
8749647,8749647,2021-06-04 19:51:34.705563+00:00,x,y,2021-06-07 13:00:00+00:00,2021-06-07 15:00:00+00:00,alpha,True,15.0,1,a-9,8749647,9707.0
15927120,15927120,2021-07-25 23:43:53.265014+00:00,x,y,2021-07-27 10:00:00+00:00,2021-07-27 12:00:00+00:00,gamma,True,20.0,1,c-2,15927120,10285.0
15351413,15351413,2021-07-21 20:32:38.283086+00:00,x,y,2021-08-03 10:00:00+00:00,2021-08-03 12:00:00+00:00,gamma,True,20.0,2,c-2,15351413,10280.0
8785349,8785349,2021-06-05 08:32:14.030383+00:00,x,y,2021-06-17 13:00:00+00:00,2021-06-17 15:00:00+00:00,alpha,True,35.0,1,a-9,8785349,9707.0
5708500,5708500,2021-04-28 02:38:42.046871+00:00,x,y,2021-05-13 05:00:00+00:00,2021-05-13 07:00:00+00:00,gamma,True,20.0,1,c-2,5708500,7640.0
1996673,1996673,2021-02-22 03:46:20.427459+00:00,x,y,2021-03-17 16:00:00+00:00,2021-03-17 18:10:00+00:00,alpha,True,15.0,1,a-7,1996673,12495.0
16074642,16074642,2021-07-26 21:10:11.033006+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,alpha,True,35.0,1,a-7,16074642,12645.0
4667846,4667846,2021-04-16 23:12:17.746822+00:00,x,y,2021-05-18 17:00:00+00:00,2021-05-18 18:59:00+00:00,gamma,True,20.0,1,c-6,4667846,8650.0
6122152,6122152,2021-05-04 04:59:12.214462+00:00,x,y,2021-05-20 15:30:00+00:00,2021-05-20 17:30:00+00:00,alpha,True,15.0,1,a-7,6122152,6495.0
489557,489557,2021-01-14 18:48:45.818881+00:00,x,y,2021-01-25 05:00:00+00:00,2021-01-25 07:00:00+00:00,gamma,True,32.0,1,c-2,489557,8395.0
9644589,9644589,2021-06-13 06:58:32.044868+00:00,x,y,2021-06-19 16:00:00+00:00,2021-06-19 18:00:00+00:00,alpha,True,15.0,1,a-23,9644589,7150.0
3041153,3041153,2021-03-11 10:57:25.305844+00:00,x,y,2021-04-05 17:00:00+00:00,2021-04-05 18:59:00+00:00,gamma,True,20.0,2,c-6,3041153,11300.0
5241160,5241160,2021-04-22 13:42:36.463486+00:00,x,y,2021-05-15 17:00:00+00:00,2021-05-15 18:59:00+00:00,gamma,True,20.0,2,c-6,5241160,9145.0
816522,816522,2021-01-24 09:28:12.627516+00:00,x,y,2021-03-13 11:00:00+00:00,2021-03-13 13:00:00+00:00,gamma,True,32.0,1,c-4,816522,9405.0
12300144,12300144,2021-07-02 08:52:31.488210+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,15.0,1,a-23,12300144,9045.0
10824116,10824116,2021-06-22 14:02:19.000591+00:00,x,y,2021-07-08 14:00:00+00:00,2021-07-08 15:55:00+00:00,beta,True,20.0,0,b-9,10824116,6689.0
20579780,20579780,2021-08-23 08:01:42.610911+00:00,x,y,2021-08-26 16:00:00+00:00,2021-08-26 18:00:00+00:00,alpha,True,20.0,1,a-23,20579780,12645.0
15849716,15849716,2021-07-25 12:02:42.594374+00:00,x,y,2021-07-27 13:00:00+00:00,2021-07-27 15:00:00+00:00,alpha,True,35.0,1,a-9,15849716,12645.0
5789751,5789751,2021-04-29 10:00:43.095837+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 07:00:00+00:00,gamma,True,20.0,1,c-2,5789751,7640.0
19919506,19919506,2021-08-19 04:29:04.440385+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,15.0,1,a-7,19919506,18945.0
18933557,18933557,2021-08-13 17:22:04.275970+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,20.0,1,a-7,18933557,10545.0
5049729,5049729,2021-04-20 20:01:12.380987+00:00,x,y,2021-04-26 11:00:00+00:00,2021-04-26 13:00:00+00:00,gamma,True,20.0,2,c-4,5049729,8135.0
13338409,13338409,2021-07-07 14:37:39.071263+00:00,x,y,2021-07-23 10:00:00+00:00,2021-07-23 12:00:00+00:00,alpha,True,15.0,1,a-7,13338409,11245.0
10521397,10521397,2021-06-20 05:47:11.633575+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,2,c-6,10521397,7620.0
21337083,21337083,2021-08-28 12:00:12.199216+00:00,x,y,2021-08-31 17:05:00+00:00,2021-08-31 19:05:00+00:00,omega,True,20.0,1,d-5,21337083,10100.0
9734330,9734330,2021-06-13 17:36:07.443559+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,2,c-4,9734330,7900.0
14280168,14280168,2021-07-13 15:00:23.350929+00:00,x,y,2021-08-07 04:00:00+00:00,2021-08-07 06:00:00+00:00,alpha,True,15.0,1,a-1,14280168,7524.0
7050877,7050877,2021-05-17 17:11:40.394725+00:00,x,y,2021-07-10 10:00:00+00:00,2021-07-10 12:00:00+00:00,alpha,True,35.0,1,a-9,7050877,7520.0
10937915,10937915,2021-06-23 12:14:37.208704+00:00,x,y,2021-06-26 04:00:00+00:00,2021-06-26 06:00:00+00:00,alpha,True,15.0,1,a-1,10937915,7900.0
18599277,18599277,2021-08-12 05:31:16.165420+00:00,x,y,2021-08-14 13:00:00+00:00,2021-08-14 15:00:00+00:00,alpha,True,20.0,1,a-9,18599277,8381.0
7592644,7592644,2021-05-23 18:22:38.239863+00:00,x,y,2021-05-24 17:00:00+00:00,2021-05-24 18:59:00+00:00,gamma,True,20.0,1,c-6,7592644,8525.0
32257,32257,2021-01-01 09:27:44.339516+00:00,x,y,2021-01-06 16:00:00+00:00,2021-01-06 17:55:00+00:00,beta,False,20.0,0,b-19,32257,8707.0
9675596,9675596,2021-06-13 10:32:31.243183+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,15.0,1,a-5,9675596,6531.0
19222749,19222749,2021-08-15 09:57:16.397023+00:00,x,y,2021-08-16 17:00:00+00:00,2021-08-16 18:59:00+00:00,gamma,True,20.0,2,c-6,19222749,7870.0
12793399,12793399,2021-07-04 18:12:17.895071+00:00,x,y,2021-07-12 14:00:00+00:00,2021-07-12 16:00:00+00:00,gamma,True,20.0,1,c-4,12793399,13130.0
18359879,18359879,2021-08-11 02:34:35.961252+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 16:00:00+00:00,gamma,True,20.0,2,c-4,18359879,9525.0
18536255,18536255,2021-08-11 18:48:21.370114+00:00,x,y,2021-09-16 14:00:00+00:00,2021-09-16 16:00:00+00:00,gamma,True,20.0,1,c-4,18536255,12560.0
3288311,3288311,2021-03-15 07:16:07.756858+00:00,x,y,2021-03-19 11:00:00+00:00,2021-03-19 13:00:00+00:00,gamma,True,20.0,2,c-4,3288311,11300.0
2761812,2761812,2021-03-07 07:26:15.478269+00:00,x,y,2021-03-16 15:30:00+00:00,2021-03-16 17:30:00+00:00,alpha,True,35.0,1,a-7,2761812,8027.0
18469270,18469270,2021-08-11 13:11:07.997230+00:00,x,y,2021-08-19 04:00:00+00:00,2021-08-19 06:00:00+00:00,alpha,True,15.0,1,a-1,18469270,9045.0
8082294,8082294,2021-05-30 05:12:34.067188+00:00,x,y,2021-05-31 16:00:00+00:00,2021-05-31 18:00:00+00:00,alpha,True,35.0,1,a-7,8082294,9707.0
11116781,11116781,2021-06-24 18:34:44.811929+00:00,x,y,2021-06-27 04:00:00+00:00,2021-06-27 06:00:00+00:00,alpha,True,35.0,1,a-1,11116781,11072.0
2812323,2812323,2021-03-08 04:38:33.483288+00:00,x,y,2021-03-14 11:00:00+00:00,2021-03-14 13:00:00+00:00,gamma,True,20.0,2,c-4,2812323,14000.0
18741004,18741004,2021-08-12 18:28:19.969729+00:00,x,y,2021-08-19 17:05:00+00:00,2021-08-19 19:05:00+00:00,omega,True,20.0,1,d-5,18741004,10100.0
13245614,13245614,2021-07-07 05:29:17.542302+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,13245614,12945.0
8939283,8939283,2021-06-06 21:21:40.969728+00:00,x,y,2021-06-12 05:00:00+00:00,2021-06-12 07:00:00+00:00,gamma,True,20.0,2,c-2,8939283,11900.0
9436486,9436486,2021-06-11 18:08:34.332426+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,2,c-6,9436486,11900.0
20439406,20439406,2021-08-22 09:40:01.882191+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 16:00:00+00:00,gamma,True,20.0,2,c-4,20439406,9525.0
14963310,14963310,2021-07-18 12:43:57.234254+00:00,x,y,2021-07-20 10:00:00+00:00,2021-07-20 12:00:00+00:00,gamma,True,20.0,1,c-2,14963310,6900.0
2712425,2712425,2021-03-06 09:20:05.629407+00:00,x,y,2021-04-04 13:30:00+00:00,2021-04-04 15:30:00+00:00,alpha,True,35.0,1,a-5,2712425,9235.0
7221249,7221249,2021-05-19 16:54:42.884968+00:00,x,y,2021-06-13 17:00:00+00:00,2021-06-13 18:59:00+00:00,gamma,True,20.0,2,c-6,7221249,9025.0
14545393,14545393,2021-07-15 10:20:55.988875+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 16:00:00+00:00,gamma,True,20.0,2,c-4,14545393,18090.0
4056499,4056499,2021-03-30 13:31:19.026735+00:00,x,y,2021-05-27 14:00:00+00:00,2021-05-27 15:55:00+00:00,beta,True,20.0,0,b-9,4056499,8936.0
1186032,1186032,2021-02-02 14:38:34.596747+00:00,x,y,2021-02-06 11:00:00+00:00,2021-02-06 12:55:00+00:00,beta,True,35.0,0,b-69,1186032,9522.0
14182692,14182692,2021-07-12 22:21:00.486177+00:00,x,y,2021-07-19 10:00:00+00:00,2021-07-19 12:00:00+00:00,alpha,True,35.0,1,a-7,14182692,12645.0
15008103,15008103,2021-07-18 19:22:23.739438+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,1,c-4,15008103,7245.0
19406929,19406929,2021-08-16 09:52:37.143000+00:00,x,y,2021-09-11 04:40:00+00:00,2021-09-11 06:40:00+00:00,omega,True,20.0,1,d-1,19406929,6870.0
2381272,2381272,2021-03-01 08:42:50.468650+00:00,x,y,2021-03-02 16:00:00+00:00,2021-03-02 18:10:00+00:00,alpha,True,35.0,1,a-7,2381272,8027.0
3332916,3332916,2021-03-15 20:08:00.943980+00:00,x,y,2021-04-14 17:00:00+00:00,2021-04-14 18:59:00+00:00,gamma,True,20.0,2,c-6,3332916,11300.0
9738273,9738273,2021-06-13 18:05:39.425375+00:00,x,y,2021-07-09 05:00:00+00:00,2021-07-09 06:55:00+00:00,beta,True,20.0,0,b-1,9738273,6522.0
